genome_pair	num_prot1	num_prot2	num_shared	prop1	prop2	av_prop
GCA.000203835.1.ASM20383v1||GCA.001913135.1.ASM191313v1	7826	4633	1263	0.161385126501	0.272609540255	0.216997333378
GCA.000203835.1.ASM20383v1||GCA.000818015.1.ASM81801v1	7826	3827	1025	0.130973677485	0.267833812386	0.199403744935
GCA.000203835.1.ASM20383v1||GCA.000219605.1.ASM21960v1	7826	4050	1071	0.136851520572	0.264444444444	0.200647982508
GCA.000203835.1.ASM20383v1||GCA.000397205.1.ASM39720v1	7826	5823	1393	0.177996422182	0.239223767817	0.208610095
GCA.000203835.1.ASM20383v1||GCA.000213805.1.ASM21380v1	7826	4326	1170	0.14950166113	0.270457697642	0.209979679386
GCA.000203835.1.ASM20383v1||GCA.002196515.1.ASM219651v1	7826	3990	985	0.125862509583	0.24686716792	0.186364838752
GCA.000203835.1.ASM20383v1||GCA.000237065.1.ASM23706v1	7826	5561	1379	0.176207513417	0.247976982557	0.212092247987
GCA.000203835.1.ASM20383v1||GCA.001558415.1.ASM155841v1	7826	4164	1050	0.134168157424	0.252161383285	0.193164770355
GCA.000203835.1.ASM20383v1||GCA.000763535.2.ASM76353v2	7826	4774	1070	0.136723741375	0.224130708002	0.180427224688
GCA.000203835.1.ASM20383v1||GCA.001534745.1.ASM153474v1	7826	3749	1048	0.133912599029	0.27954121099	0.206726905009
GCA.000203835.1.ASM20383v1||GCA.000354175.2.ASM35417v2	7826	4557	1015	0.12969588551	0.222734254992	0.176215070251
GCA.001913135.1.ASM191313v1||GCA.001913135.1.ASM191313v1	4633	4633	4633	1.0	1.0	1.0
GCA.001913135.1.ASM191313v1||GCA.000818015.1.ASM81801v1	4633	3827	2332	0.503345564429	0.609354585837	0.556350075133
GCA.001913135.1.ASM191313v1||GCA.000219605.1.ASM21960v1	4633	4050	2422	0.522771422404	0.598024691358	0.560398056881
GCA.001913135.1.ASM191313v1||GCA.000397205.1.ASM39720v1	4633	5823	2885	0.622706669545	0.49544908123	0.559077875387
GCA.001913135.1.ASM191313v1||GCA.000213805.1.ASM21380v1	4633	4326	2749	0.593352039715	0.635460009246	0.614406024481
GCA.001913135.1.ASM191313v1||GCA.002196515.1.ASM219651v1	4633	3990	1616	0.348802072092	0.405012531328	0.37690730171
GCA.001913135.1.ASM191313v1||GCA.000237065.1.ASM23706v1	4633	5561	2946	0.635873084395	0.529760834382	0.582816959388
GCA.001913135.1.ASM191313v1||GCA.001558415.1.ASM155841v1	4633	4164	1750	0.377725016188	0.420268972142	0.398996994165
GCA.001913135.1.ASM191313v1||GCA.000763535.2.ASM76353v2	4633	4774	1707	0.368443772933	0.357561793046	0.363002782989
GCA.001913135.1.ASM191313v1||GCA.001534745.1.ASM153474v1	4633	3749	2430	0.524498165336	0.648172846092	0.586335505714
GCA.001913135.1.ASM191313v1||GCA.000354175.2.ASM35417v2	4633	4557	1717	0.370602201597	0.376782971253	0.373692586425
GCA.000818015.1.ASM81801v1||GCA.000818015.1.ASM81801v1	3827	3827	3827	1.0	1.0	1.0
GCA.000818015.1.ASM81801v1||GCA.000219605.1.ASM21960v1	3827	4050	3118	0.814737392213	0.76987654321	0.792306967712
GCA.000818015.1.ASM81801v1||GCA.000397205.1.ASM39720v1	3827	5823	2484	0.649072380455	0.42658423493	0.537828307693
GCA.000818015.1.ASM81801v1||GCA.000213805.1.ASM21380v1	3827	4326	2432	0.635484713875	0.562182154415	0.598833434145
GCA.000818015.1.ASM81801v1||GCA.002196515.1.ASM219651v1	3827	3990	1493	0.390122811602	0.374185463659	0.38215413763
GCA.000818015.1.ASM81801v1||GCA.000237065.1.ASM23706v1	3827	5561	2616	0.683564149464	0.47041898939	0.576991569427
GCA.000818015.1.ASM81801v1||GCA.001558415.1.ASM155841v1	3827	4164	1719	0.449176900967	0.412824207493	0.43100055423
GCA.000818015.1.ASM81801v1||GCA.000763535.2.ASM76353v2	3827	4774	1680	0.438986151032	0.351906158358	0.395446154695
GCA.000818015.1.ASM81801v1||GCA.001534745.1.ASM153474v1	3827	3749	2157	0.563626861772	0.575353427581	0.569490144676
GCA.000818015.1.ASM81801v1||GCA.000354175.2.ASM35417v2	3827	4557	1691	0.441860465116	0.371077463243	0.40646896418
GCA.000219605.1.ASM21960v1||GCA.000219605.1.ASM21960v1	4050	4050	4050	1.0	1.0	1.0
GCA.000219605.1.ASM21960v1||GCA.000397205.1.ASM39720v1	4050	5823	2569	0.634320987654	0.441181521552	0.537751254603
GCA.000219605.1.ASM21960v1||GCA.000213805.1.ASM21380v1	4050	4326	2530	0.624691358025	0.584835876098	0.604763617061
GCA.000219605.1.ASM21960v1||GCA.002196515.1.ASM219651v1	4050	3990	1532	0.378271604938	0.383959899749	0.381115752344
GCA.000219605.1.ASM21960v1||GCA.000237065.1.ASM23706v1	4050	5561	2699	0.666419753086	0.485344362525	0.575882057806
GCA.000219605.1.ASM21960v1||GCA.001558415.1.ASM155841v1	4050	4164	1793	0.442716049383	0.430595581172	0.436655815277
GCA.000219605.1.ASM21960v1||GCA.000763535.2.ASM76353v2	4050	4774	1732	0.427654320988	0.362798491831	0.395226406409
GCA.000219605.1.ASM21960v1||GCA.001534745.1.ASM153474v1	4050	3749	2195	0.541975308642	0.585489463857	0.56373238625
GCA.000219605.1.ASM21960v1||GCA.000354175.2.ASM35417v2	4050	4557	1752	0.432592592593	0.384463462804	0.408528027699
GCA.000397205.1.ASM39720v1||GCA.000397205.1.ASM39720v1	5823	5823	5823	1.0	1.0	1.0
GCA.000397205.1.ASM39720v1||GCA.000213805.1.ASM21380v1	5823	4326	3041	0.522239395501	0.702958853444	0.612599124472
GCA.000397205.1.ASM39720v1||GCA.002196515.1.ASM219651v1	5823	3990	1733	0.297612914305	0.434335839599	0.365974376952
GCA.000397205.1.ASM39720v1||GCA.000237065.1.ASM23706v1	5823	5561	3892	0.668383994505	0.699874123359	0.684129058932
GCA.000397205.1.ASM39720v1||GCA.001558415.1.ASM155841v1	5823	4164	1973	0.338828782415	0.473823246878	0.406326014646
GCA.000397205.1.ASM39720v1||GCA.000763535.2.ASM76353v2	5823	4774	1974	0.339000515198	0.41348973607	0.376245125634
GCA.000397205.1.ASM39720v1||GCA.001534745.1.ASM153474v1	5823	3749	2838	0.487377640392	0.757001867165	0.622189753778
GCA.000397205.1.ASM39720v1||GCA.000354175.2.ASM35417v2	5823	4557	1970	0.338313584063	0.432301953039	0.385307768551
GCA.000213805.1.ASM21380v1||GCA.000213805.1.ASM21380v1	4326	4326	4326	1.0	1.0	1.0
GCA.000213805.1.ASM21380v1||GCA.002196515.1.ASM219651v1	4326	3990	1588	0.367082755432	0.397994987469	0.38253887145
GCA.000213805.1.ASM21380v1||GCA.000237065.1.ASM23706v1	4326	5561	3058	0.706888580675	0.549901096925	0.6283948388
GCA.000213805.1.ASM21380v1||GCA.001558415.1.ASM155841v1	4326	4164	1838	0.424872861766	0.441402497598	0.433137679682
GCA.000213805.1.ASM21380v1||GCA.000763535.2.ASM76353v2	4326	4774	1799	0.415857605178	0.376832844575	0.396345224876
GCA.000213805.1.ASM21380v1||GCA.001534745.1.ASM153474v1	4326	3749	2550	0.589459084605	0.680181381702	0.634820233153
GCA.000213805.1.ASM21380v1||GCA.000354175.2.ASM35417v2	4326	4557	1841	0.425566343042	0.403993855607	0.414780099324
GCA.002196515.1.ASM219651v1||GCA.002196515.1.ASM219651v1	3990	3990	3990	1.0	1.0	1.0
GCA.002196515.1.ASM219651v1||GCA.000237065.1.ASM23706v1	3990	5561	1740	0.436090225564	0.312893364503	0.374491795033
GCA.002196515.1.ASM219651v1||GCA.001558415.1.ASM155841v1	3990	4164	2415	0.605263157895	0.579971181556	0.592617169725
GCA.002196515.1.ASM219651v1||GCA.000763535.2.ASM76353v2	3990	4774	2317	0.580701754386	0.485337243402	0.533019498894
GCA.002196515.1.ASM219651v1||GCA.001534745.1.ASM153474v1	3990	3749	1465	0.367167919799	0.390770872233	0.378969396016
GCA.002196515.1.ASM219651v1||GCA.000354175.2.ASM35417v2	3990	4557	2299	0.57619047619	0.504498573623	0.540344524907
GCA.000237065.1.ASM23706v1||GCA.000237065.1.ASM23706v1	5561	5561	5561	1.0	1.0	1.0
GCA.000237065.1.ASM23706v1||GCA.001558415.1.ASM155841v1	5561	4164	1951	0.350836180543	0.468539865514	0.409688023028
GCA.000237065.1.ASM23706v1||GCA.000763535.2.ASM76353v2	5561	4774	1961	0.35263441827	0.410766652702	0.381700535486
GCA.000237065.1.ASM23706v1||GCA.001534745.1.ASM153474v1	5561	3749	2808	0.504945153749	0.748999733262	0.626972443506
GCA.000237065.1.ASM23706v1||GCA.000354175.2.ASM35417v2	5561	4557	1924	0.34598093868	0.422207592715	0.384094265697
GCA.001558415.1.ASM155841v1||GCA.001558415.1.ASM155841v1	4164	4164	4164	1.0	1.0	1.0
GCA.001558415.1.ASM155841v1||GCA.000763535.2.ASM76353v2	4164	4774	2925	0.702449567723	0.612693757855	0.657571662789
GCA.001558415.1.ASM155841v1||GCA.001534745.1.ASM153474v1	4164	3749	1583	0.380163304515	0.422245932249	0.401204618382
GCA.001558415.1.ASM155841v1||GCA.000354175.2.ASM35417v2	4164	4557	3001	0.720701248799	0.658547289884	0.689624269341
GCA.000763535.2.ASM76353v2||GCA.000763535.2.ASM76353v2	4774	4774	4774	1.0	1.0	1.0
GCA.000763535.2.ASM76353v2||GCA.001534745.1.ASM153474v1	4774	3749	1590	0.333054042731	0.424113096826	0.378583569779
GCA.000763535.2.ASM76353v2||GCA.000354175.2.ASM35417v2	4774	4557	3052	0.639296187683	0.669738863287	0.654517525485
GCA.001534745.1.ASM153474v1||GCA.001534745.1.ASM153474v1	3749	3749	3749	1.0	1.0	1.0
GCA.001534745.1.ASM153474v1||GCA.000354175.2.ASM35417v2	3749	4557	1636	0.436383035476	0.359008119377	0.397695577426
GCA.000354175.2.ASM35417v2||GCA.000354175.2.ASM35417v2	4557	4557	4557	1.0	1.0	1.0
